C01 TITLE: CH3CCl3 monthly mean data 
C02 FILE NAME: rpb413n00.agage.as.cn.ch3ccl3.gage.mo.dat 
C03 DATA FORMAT: Version 1.0
C04 TOTAL LINES: 163
C05 HEADER LINES: 32
C06 DATA VERSION: 200710
C07 STATION NAME: Ragged Point 
C08 STATION CATEGORY: Regional
C09 OBSERVATION CATEGORY: Air sampling observation at a stationary platform
1992-07-01 00:00 9999-99-99 99:99 -999999.99 -9999 -999.99 -9999  0 -99999999
1992-08-01 00:00 9999-99-99 99:99 -999999.99 -9999 -999.99 -9999  0 -99999999
1992-09-01 00:00 9999-99-99 99:99 -999999.99 -9999 -999.99 -9999  0 -99999999
1992-10-01 00:00 9999-99-99 99:99     134.06    43    1.26 -9999  0 -99999999
1992-11-01 00:00 9999-99-99 99:99     131.24   285    5.45 -9999  0 -99999999
1992-12-01 00:00 9999-99-99 99:99     132.96   296    3.48 -9999  0 -99999999
1993-01-01 00:00 9999-99-99 99:99     136.27   343    3.15 -9999  0 -99999999
1993-02-01 00:00 9999-99-99 99:99     133.52   304    2.89 -9999  0 -99999999
1993-03-01 00:00 9999-99-99 99:99     134.54   232    2.06 -9999  0 -99999999
1993-04-01 00:00 9999-99-99 99:99     131.93   309    1.86 -9999  0 -99999999
1993-05-01 00:00 9999-99-99 99:99     132.42   155    2.11 -9999  0 -99999999
1993-06-01 00:00 9999-99-99 99:99     133.91   180    2.45 -9999  0 -99999999
1993-07-01 00:00 9999-99-99 99:99     133.64   299    3.07 -9999  0 -99999999
1993-08-01 00:00 9999-99-99 99:99     129.61   332    2.69 -9999  0 -99999999
1993-09-01 00:00 9999-99-99 99:99     128.44   125    3.08 -9999  0 -99999999
1993-10-01 00:00 9999-99-99 99:99     125.55    89    2.64 -9999  0 -99999999
1993-11-01 00:00 9999-99-99 99:99     125.96   272    2.06 -9999  0 -99999999
1993-12-01 00:00 9999-99-99 99:99     126.01   282    1.67 -9999  0 -99999999
1994-01-01 00:00 9999-99-99 99:99     126.19   341    1.64 -9999  0 -99999999
1994-02-01 00:00 9999-99-99 99:99     122.87   261    1.73 -9999  0 -99999999
1994-03-01 00:00 9999-99-99 99:99     121.79   220    1.85 -9999  0 -99999999
1994-04-01 00:00 9999-99-99 99:99     122.13   283    2.28 -9999  0 -99999999
1994-05-01 00:00 9999-99-99 99:99     120.61   232    2.00 -9999  0 -99999999
1994-06-01 00:00 9999-99-99 99:99     117.09   226    1.86 -9999  0 -99999999
1994-07-01 00:00 9999-99-99 99:99     116.85   113    2.09 -9999  0 -99999999
1994-08-01 00:00 9999-99-99 99:99 -999999.99 -9999 -999.99 -9999  0 -99999999
1994-09-01 00:00 9999-99-99 99:99 -999999.99 -9999 -999.99 -9999  0 -99999999
1994-10-01 00:00 9999-99-99 99:99 -999999.99 -9999 -999.99 -9999  0 -99999999
1994-11-01 00:00 9999-99-99 99:99     114.64    31    1.61 -9999  0 -99999999
1994-12-01 00:00 9999-99-99 99:99     113.41   260    1.24 -9999  0 -99999999
1995-01-01 00:00 9999-99-99 99:99     111.76   279    0.77 -9999  0 -99999999
1995-02-01 00:00 9999-99-99 99:99     111.07   281    0.88 -9999  0 -99999999
1995-03-01 00:00 9999-99-99 99:99     111.16   240    0.97 -9999  0 -99999999
1995-04-01 00:00 9999-99-99 99:99     109.05   199    0.83 -9999  0 -99999999
1995-05-01 00:00 9999-99-99 99:99     106.76   293    0.97 -9999  0 -99999999
1995-06-01 00:00 9999-99-99 99:99     106.79   278    1.15 -9999  0 -99999999
1995-07-01 00:00 9999-99-99 99:99     105.36   195    0.98 -9999  0 -99999999
1995-08-01 00:00 9999-99-99 99:99     102.70   295    2.54 -9999  0 -99999999
1995-09-01 00:00 9999-99-99 99:99      99.69   246    2.36 -9999  0 -99999999
1995-10-01 00:00 9999-99-99 99:99     101.67    27    2.90 -9999  0 -99999999
1995-11-01 00:00 9999-99-99 99:99      98.39   210    1.35 -9999  0 -99999999
1995-12-01 00:00 9999-99-99 99:99      98.84   120    1.48 -9999  0 -99999999
1996-01-01 00:00 9999-99-99 99:99      98.51   287    1.28 -9999  0 -99999999
1996-02-01 00:00 9999-99-99 99:99      98.45   189    1.16 -9999  0 -99999999
1996-03-01 00:00 9999-99-99 99:99      96.99   249    1.03 -9999  0 -99999999
1996-04-01 00:00 9999-99-99 99:99      95.96   298    1.06 -9999  0 -99999999
1996-05-01 00:00 9999-99-99 99:99      96.17   173    1.22 -9999  0 -99999999
1996-06-01 00:00 9999-99-99 99:99      92.99   145    0.87 -9999  0 -99999999
